record_id,title,abstract,doi,asreview_prior,exported_notes_1,included,asreview_ranking
487,One anastomosis gastric bypass vs. Roux-en-Y gastric bypass: a 5-year follow-up prospective randomized trial.,"One anastomosis gastric bypass (OAGB) is a relatively novel technique with excellent outcomes, comparable to most accepted procedures. Our aim was to compare OAGB and Roux-en-Y gastric bypass (RYGB) in terms of percent of excess weight lost (%EWL) and resolution of comorbidities. Thirty-three patients were randomly assigned (1:2) to two groups (OAGB = 9 and RYGB = 24). Patients were analyzed prospectively. The 5-year follow-up was 85% (28 patients). Both groups were comparable preoperatively in age, weight, body mass index (BMI), and excess weight. One intraoperative complication in OAGB group and no major postoperative complications for both groups were recorded. Progressive decrease in weight, BMI, and %EWL was observed at 1, 6, 12 months, and 5 years, with no differences between groups. Regarding comorbidities, we registered complete remission in type 2 diabetes mellitus (T2DM), insulin resistance, and dyslipidemia with OAGB. RYGB group reported complete remission in T2DM, insulin resistance, dyslipidemia, and gastroesophageal reflux disease (GERD). Mean operative time were 113.3 min Â± 41.2 and 143.7 min Â± 21.85 for OAGB and RYGB respectively. Mean number of reloads used was 5 for OAGB and 7 for RYGB, which demands further investigations. Postoperative pain was significantly higher in RYGB group. Hospital stay was 3 days for both groups. At 5-year follow-up, patients of both techniques achieved similar outcomes in terms of %EWL and resolution of comorbidities, without early or mid-term major complications and no mortality. OAGB demonstrated less use of surgical stapling and unexplainably less postoperative pain compared to RYGB.",10.1007/s00423-020-01949-1,0,,1,11
159,A Randomized Controlled Trial of Acid and Bile Reflux Esophagitis Prevention by Modified Fundoplication of the Excluded Stomach in One-Anastomosis Gastric Bypass: 1-Year Results of the FundoRing Trial.,"The advantages and disadvantages of one-anastomosis gastric bypass (OAGB) with primary modified fundoplication using the excluded stomach (""FundoRing"") is unclear. We aimed to assess the impact of this operation in a randomized controlled trial (RCT) and answer the next questions: (1) What the impact of wrapping the fundus of the excluded part of the stomach in OAGB on protection in the experimental group against developing de novo reflux esophagitis? (2) If preoperative RE could be improved in the experimental group? (3) Can preoperative acid reflux as measured by PH impedance, be treated by the addition of the ""FundoRing""? The study design was a single-center prospective, interventional, open-label (no masking) RCT (FundoRing Trial) with 1-year follow-up. Endpoints were body mass index (BMI, kg/m2) and acid and bile RE assessed endoscopically by Los Angeles (LA) classification and 24-h pH impedance monitoring. Complications were graded by Clavien-Dindo classification (CDC). One hundred patients (nâ€‰=â€‰50 FundoRingOAGB (f-OAGB) vs nâ€‰=â€‰50 standard OAGB (s-OAGB)) with complete follow-up data were included in the study. During OAGB procedures, patients with hiatal hernia underwent cruroplasty (29/50 f-OAGB; 24/50Â s-OAGB). There were no leaks, bleeding, or deaths in either group. At 1Â year, BMI in the f-OAGB group was 25.3â€‰Â±â€‰2.77 (19-30) vs 26.48â€‰Â±â€‰2.8 (21-34) s-OAGB group (pâ€‰=â€‰0.03). In f-OAGB vs s-OAGB groups, respectively, acid RE was seen in 1 vs 12 patients (pâ€‰=â€‰0.001) and bile RE in 0 vs 4 patients (pâ€‰<â€‰0.05). Routine use of a modified fundoplication of the OAGB-excluded stomach to treat patients with obesity decreased acid and prevented bile reflux esophagitis significantly more effectively than standard OAGB at 1Â year in a randomized controlled trial. ClinicalTrials.gov Identifier: NCT04834635.",10.1007/s11695-023-06618-y,0,,1,12
236,Revisional Roux-en-Y Gastric Bypass Versus Revisional One-Anastomosis Gastric Bypass After Failed Sleeve Gastrectomy: a Randomized Controlled Trial.,"High rates of revision surgery have been reported for laparoscopic sleeve gastrectomy (LSG), with weight regain (WR) as the most frequently reported cause. Roux-en-Y gastric bypass (RYGB) is the most commonly performed revision procedure, whereas one-anastomosis gastric bypass (OAGB) is a less popular approach. A single-blinded randomized controlled trial was conducted. One hundred seventy-six patients were enrolled and randomized. After loss to follow-up, 80 patients for RYGB and 80 patients for OAGB were analyzed, with a 2-year follow-up. Patients with grade B or higher gastroesophageal reflux disease (GERD) were excluded. Early and late postoperative complications were recorded. Body mass index (BMI), percentage of excess BMI loss (%EBMIL), nutritional laboratory test results, and the resolution of associated medical problems were assessed after revision surgery. After 2Â years, both groups achieved significantly lower BMI than their post-LSG nadir BMI (pâ€‰<â€‰0.001). The %EBMIL changes showed significantly faster weight loss in the OAGB group than in the RYGB at the 6-month follow-up (mean difference: 8.5%, 95% confidence interval [CI]: 0.2 to 16.9%). However, at 1-year and 2-year follow-ups, the differences were statistically insignificant (pâ€‰>â€‰0.05). Early and late complications were similar between two groups. Both groups showed improvement or resolution of associated medical problems, with no statistically significant differences after 2Â years (pâ€‰=â€‰1.00). Both revisional RYGB and OAGB have comparable significant weight loss effects when performed for WR after LSG. After a 2-year follow-up, both procedures were safe, with no significant differences in the occurrence of complications and nutritional deficits.",10.1007/s11695-022-06266-8,0,,1,13
60,One Anastomosis Gastric Bypass versus Roux-en-Y Gastric Bypass: A Randomized Prospective Trial.,"Background and Objectives: One anastomosis gastric bypass (OAGB) and Roux-en-Y gastric bypass (RYGB) surgeries are effective methods used in bariatric surgery. There are limited randomized studies comparing these procedures over more than 2 years. Here, we aimed to compare the 3-year results of two bariatric procedures. Materials and Methods: Patients included in this randomized prospective study were compared in OAGB and RYGB groups. A total of 55 patients, aged between 18 and 65, were eligible for the study. Thirteen patients who did not accept randomization were excluded. Patients were evaluated at 6, 12, 24, and 36 months postoperatively. Results: Three patients were excluded from the study due to loss of communication during the clinical follow-up and one due to death by amyotrophic lateral sclerosis, which started in the eighth month after surgery. The study was completed with a total of 38 patients (OAGB; n = 20, RYGB; n = 18). Patients in the two groups were similar in terms of age, gender, body mass index (BMI), and obesity-related comorbidities. At the end of 3-year follow-up, BMI in the OAGB and RYGB groups was 28.80 Â± 4.53 kg/m2 and 29.17 Â± 5.36 kg/m2, respectively (p = 0.822). Percentage total weight loss (TWL%) was similar. No significant differences were found between the groups regarding percentage excess weight loss (EWL%). Remission of comorbidities was similar. De novo refluxes developed in four OAGB patients; there were no occurrences of these in RYGB patients (p = 0.066). Conclusions: Both OAGB and RYGB are effective in the treatment of morbid obesity. The two procedures are similarly successful in terms of obesity-related comorbidities.",10.3390/medicina60020256,0,,1,14
76,"A systematic review and meta-analysis on GERD after OAGB: rate, treatments, and success.","This review aims to investigate the gastroesophageal reflux disease (GERD) as one of the important concerns for both surgeons and patients after one anastomosis gastric bypass (OAGB). PubMed, Scopus, Embase, Web of Science, and Cochrane were reviewed by the end of the 2021 with keywords relating to GERD, OAGB, and their equivalents. Data regarding OAGB, number of patients with GERD, treatment for GERD, endoscopy findings, the interval between GERD and OAGB were retrieved by two independent investigators. The primary effect/effect size measure was prevalence. 40 studies examining 17,299 patients were included revealing that 2% of patients experience GERD following OAGB. Reflux after revisional OAGB is six times higher than primary OAGB. Despite being unclear, medical and surgical treatments for GERD after OAGB were used in 60% and 41% of patients with estimated success rate of 85% and 100%, respectively. Based on how GERD was identified after OAGB, its rate ranged from 0 to 55%; the pooled rate of 2% is near to Roux-en-Y gastric bypass. GERD symptoms can be mild to be tolerated without medical treatment, moderate that respond to acid-reducing agents, or severe enough that are categorized as interactable and would need a surgical intervention.",10.1080/17474124.2023.2296992,0,,1,15
201,Efficacy and Safety of One Anastomosis Gastric Bypass Versus Roux-en-Y Gastric Bypass for Obesity: a Meta-analysis and Systematic Review.,"The objective of this review is to systematically review the efficacy and safety outcomes of one anastomosis gastric bypass (OAGB) with Roux-en-Y gastric bypass (RYGB). From inception to July 4, 2022, a systematic literature search was performed using PubMed, Embase, and Cochrane Library for randomized clinical trials comparing OAGB with RYGB in obesity. A meta-analysis performed using the RevMan 5.4.1 software evaluations was completed. We identified 1217 reports; after exclusions, eight trials with a total of 931 patients were eligible for analysis. Compared with RYGB, OAGB had multiple advantageous indexes. Examples include percent of excess weight loss (%EWL) at 12Â months (Pâ€‰=â€‰0.009), body mass index (BMI) at 2Â years (Pâ€‰<â€‰0.00001), early postoperative complication (Pâ€‰=â€‰0.04), remission of dyslipidemia (Pâ€‰<â€‰0.0001), and operative time (Pâ€‰<â€‰0.00001). No significant statistical difference was observed in BMI at 6Â months, %EWL at 6Â months, BMI at 12Â months, percent of excess body mass index loss (%EBMIL) at 2Â years, BMI at 5Â years, intraoperative complications, late postoperative complications, remission of type 2 diabetes mellitus, and dyslipidemia or gastroesophageal reflux disease remission between OAGB and RYGB. OAGB is no less effective than RYGB; no significant differences in weight loss efficacy were observed, and more large and long-term randomized controlled trials are needed to verify this. In addition, studies have shown that OAGB has a shorter operation time, fewer early postoperative complications, and a shorter learning curve, making it easier for young surgeons to perform.",10.1007/s11695-022-06401-5,0,,1,16
362,Laparoscopic One Anastomosis Gastric Bypass Versus Laparoscopic Roux-en-Y Gastric Bypass Effects on Pre-existing Mild-to-Moderate Gastroesophageal Reflux Disease in Patients with Obesity: a Randomized Controlled Study.,"Patients with obesity having GERD usually undergo Roux-en-Y gastric bypass (RYGB) as the procedure of choice. However, the emergence of one anastomosis gastric bypass (OAGB) as a less time-consuming operation with fewer complications offers a potential option for these patients. This randomized controlled trial included 80 patients (out of 457 screened) with mild-to-moderate GERD that were equally divided into two groups for OAGB and RYGB. GERD was diagnosed by 20-item questionnaire, upper endoscopy, 24-h pH monitoring, and manometry. Follow-up at 6 and 12Â months was done. No significant differences were found between the two groups regarding demographic data, comorbidities, and weight loss. OAGB had less operative time and fewer complications. Both procedures had comparable favorable effects in reducing the GERD symptoms evidenced by upper endoscopy, 24-h pH monitoring, and manometry. OAGB is a promising bariatric procedure in weight loss for patients with obesity having mild-to-moderate GERD (up to grade B esophagitis by Los Angeles score). Furthermore, wide-scale studies and on more severe degrees of GERD are required to fully understand its benefits in GERD patients with obesity.",10.1007/s11695-021-05667-5,0,,1,17
94,Short-term outcomes of double omentopexy in one anastomosis gastric bypass surgery: A controlled clinical trial.,"This study aims to assess the efficacy of implementing a novel technique of reinforcement of gastric pouch and remnant stomach staple line with Double Omentopexy (DO) in patients undergoing One-Anastomosis Gastric Bypass (OAGB) surgery and evaluate its impact in reducing the early postoperative complications. The 123 patients were allocated into two groups: 61 in the standard OAGB group and 62 in OAGB with DO group. The primary outcomes are postoperative complications (including early postoperative bleeding, leakage, gastric twist, reflux, etc.) and hospital stay. The secondary outcome is excess body weight loss. Follow-up visits were planned after discharge: at two weeks, two months, and three months postoperatively. Postoperative complications were significantly lower, 3 (4.84%) in OAGB with DO compared with 10 (16.39%) in standard OAGB (P =0.037). There was no statistically significant difference in the incidence of early postoperative bleeding, deep vein thrombosis, biliary reflux, and gall bladder stone (P >.05). No patient had leakage in either group. The mean operative time was significantly longer (68.66 Â± 6.68 min) in OAGB with the DO group when compared with the standard OAGB group (62.16 Â± 7.54 min) (P <.001). Applying the DO technique may be a good measure to be added during OAGB to decrease the incidence of potential postoperative complications, especially the rate and severity of bleeding.",10.4103/njcp.njcp_26_23,0,,1,18
100,Does One-Anastomosis Gastric Bypass Expose Patients to GastroesophagealÂ Reflux: a Systematic Review and Meta-analysis.,"This systematic review and meta-analysis aimed to investigate the incidence of new-onset gastroesophagealÂ reflux, reflux change, esophagitis, Barrett's esophagus, and revision due to reflux, gastritis, and marginal ulcer after one-anastomosis gastric bypass (OAGB). We performed subgroup analyses based on primary and revisional OAGB and time of follow-up. Meta-analysis of 87 studies with 27,775 patients showed a 6% rate of new-onset reflux after OAGB. Preoperative reflux status did not change significantly after OAGB. The rate of esophagitis and Barrett's esophagus was 15% and 1%, respectively. The new-onset reflux rate after OAGB was significantly higher than gastric bypass but not different with sleeve gastrectomy. The current study showed a relatively low rate of reflux and its complications after OAGB, but it was significantly higher than Roux-en-YÂ gastric bypass.",10.1007/s11695-023-06866-y,0,,1,19
445,Evaluation of reflux following sleeve gastrectomy and one anastomosis gastric bypass: 1-year results from a randomized open-label controlled trial.,"Recent reports have demonstrated that de novo reflux and worsening of pre-existing symptoms occur after SG; concerns are still expressed about the risk of symptomatic biliary reflux gastritis and oesophagitis. The aim of our study was to investigate and compare the rate of postoperative acid and non-acid reflux following Mini-/One anastomosis gastric bypass (MGB/OAGB) and laparoscopic sleeve gastrectomy (LSG). A prospective randomized open-label, controlled trial registered on clinicaltrial.gov (NCT number: NCT02987673) has been carried out to evaluate esophagogastric junction exposure to reflux in the first year after MGB/OAGB and LSG using high impedance manometry, endoscopy, and a validated questionnaire. A total of 58 individuals were eventually enrolled in this trial and represented the per-protocol population (nâ€‰=â€‰28 MGB/OAGB, nâ€‰=â€‰30 LSG). No difference was found between the two groups in terms of demographic characteristics, PAGI-SYM score, acid exposure time percent of the esophagus (AET%), esophagitis, and other HRiM and MII-pH data at baseline. Comparing MII-pH outcomes of the two groups, AET% resulted significantly higher after LSG at 12Â months. Endoscopic findings showed a significant increase of esophagitisâ€‰â‰¥â€‰B in the LSG group after 1Â year; postoperative esophagitisâ€‰â‰¥â€‰B resulted also significantly worsened after LSG when compared to MGB/OAGB. Since AET% and rate of esophagitis are significantly higher after LSG when compared to MGB/OAGB, this procedure should be preferred in case of preoperative subclinical reflux or low grade (A) esophagitis.",10.1007/s00464-020-08182-3,0,,1,20
458,One Anastomosis/Mini-Gastric Bypass (OAGB/MGB) as Revisional Surgery Following Primary Restrictive Bariatric Procedures: a Systematic Review and Meta-Analysis.,"One anastomosis gastric bypass (OAGB/MGB) has gained popularity in the past decade. International databases were searched for articles published by September 10, 2020, on OAGB/MGB as a revisional procedure after restrictive procedures. Twenty-six studies examining a total of 1771 patients were included. The mean initial BMI was 45.70Â kg/m2, which decreased to 31.52, 31.40, and 30.54Â kg/m2 at 1, 3, and 5-year follow-ups, respectively. Remission of type-2 diabetes mellitus (T2DM) following OAGB/MGB at 1-, 3-, and 5-year follow-up was 65.16â€‰Â±â€‰24.43, 65.37â€‰Â±â€‰36.07, and 78.10â€‰Â±â€‰14.19%, respectively. Remission/improvement rate from gastroesophageal reflux disease (GERD). Also, 7.4% of the patients developed de novo GERD following OAGB/MGB. Leakage was the most common major complication. OAGB/MGB appears to be feasible and effective as a revisional procedure after failed restrictive bariatric procedures.",10.1007/s11695-020-05079-x,0,,1,21
427,Applying an Anti-reflux Suture in the One Anastomosis Gastric Bypass to Prevent Biliary Reflux: a Long-Term Observational Study.,"The one anastomosis gastric bypass (OAGB) is an effective treatment to induce sustained weight loss in morbidly obese patients. Concerns remain regarding the development of reflux. The aim of this study was to investigate the effect of an ""anti-reflux suture"" as anti-reflux modification to prevent reflux. This is a single-center retrospective cohort study of patients who underwent a primary OAGB at the Center Obesity North-Netherlands (CON) between January 2015 and December 2016. Reflux was defined as symptoms of acid/bilious regurgitation or pyrosis. This was consequently asked and reported at each follow-up visit. Outcomes of patients with an anti-reflux suture were compared to those without. In 414 (59%) of the 703 included patients, an anti-reflux suture was applied. Follow-up at 3Â years was 74%. The incidence of reflux did not differ between patients with or without an anti-reflux suture (57 versus 56%, respectively; Pâ€‰=â€‰0.9). The presence of an anti-reflux suture was significantly associated with a lower incidence of conversion to Roux-en-Y gastric bypass (RYGB) for reflux (OR 0.56, 95%CI 0.34-0.91). Patients preoperatively diagnosed with gastroesophageal reflux disease (GERD) were 5.2 times more likely to need a conversion to RYGB for reflux (95%CI 2.7-10.1). The presence of preoperative GERD should be weighted heavily in the decision to perform an OAGB as this is a major risk factor for conversion surgery due to reflux. The anti-reflux suture might be a valuable addition to the procedure of the OAGB because it results in fewer conversion surgeries for reflux.",10.1007/s11695-021-05238-8,0,,1,22
69,Outcomes of One-Anastomosis Gastric Bypass Conversion to Roux-en-Y Gastric Bypass for Severe Obesity: A Systematic Review and Meta-analysis.,"One-anastomosis gastric bypass (OAGB) is an effective procedure to treat severe obesity. However, conversion to Roux-en-Y gastric bypass (RYGB) is increasing. We therefore conducted a systematic review to determine the safety and efficacy associated with OAGB-RYGB conversion. A systematic search was conducted by three independent reviewers using Medline, Embase, and the Cochrane library following PRISMA guidelines. Six studies including 134 patients were selected who were undergoing OAGB-RYGB conversion. The most common indications were reflux (47.8%), malnutrition (31.3%), and inadequate weight loss (8.2%). Study outcomes demonstrated 100% resolution of bile reflux. Overall, there was medium-term weight gain of 0.61 BMI. OAGB to RYGB conversion leads to resolution of reflux symptoms. However, it is associated with weight regain, albeit this may be acceptable to patients to treat biliary reflux.",10.1007/s11695-023-07050-y,0,,1,23
572,Clinical Outcomes of One Anastomosis Gastric Bypass Versus Sleeve Gastrectomy for Morbid Obesity.,"One anastomosis gastric bypass (OAGB) and sleeve gastrectomy (SG) are popular bariatric surgeries for morbid obesity. Reports on the safety and effectiveness of SG and OAGB are inconsistent. This meta-analysis investigated the clinical outcomes of SG versus those of OAGB for morbid obesity. Based on PRISMA guidelines, we searched the published articles in English from Scopus, PubMed (Medline), Central (Cochrane), and Embase databases. Articles were retrieved from the start date of each database to February 13, 2019. Statistical analysis of this meta-analysis was conducted in Stata 14.0, and the most appropriate effect model was chosen based on heterogeneity. A total of 20 articles examining 4064 OAGB patients and 3733 SG patients were included in this meta-analysis. Compared with SG, OAGB showed a higher percentage excess weight loss (%EWL) at 6Â months (weighted mean difference (WMD)â€‰=â€‰11.32; 95% CI 6.00-16.64), 12Â months (WMDâ€‰=â€‰8.22; 95% CI 3.78-12.66), 24Â months (WMDâ€‰=â€‰10.19; 95% CI 0.88-21.25), 36Â months (WMDâ€‰=â€‰7.93; 95% CI 3.37-12.48), 48Â months (WMDâ€‰=â€‰17.22; 95% CI 7.37-27.06), and 60Â months (WMDâ€‰=â€‰16.43; 95% CI 8.96-23.90). In addition, OAGB was associated with a lower rate of postoperative leak, gastroesophageal reflux disease, revisions, mortality, and dyslipidemia remission rates. However, OAGB increased the incidence of ulcers, malnutrition, and bile reflux. OAGB is more effective for %EWL and dyslipidemia remission than SG. In addition, OAGB may lower the risk of postoperative leak, gastroesophageal reflux disease, revision, and mortality. Further comparisons of the clinical outcomes of OAGB versus SG for morbid obesity would benefit from more high-quality controlled studies.",10.1007/s11695-019-04303-7,0,,1,24
89,One-anastomosis gastric bypass (OAGB) versus Roux-en-Y gastric bypass (RYGB) as revisional procedures after failed laparoscopic sleeve gastrectomy (LSG): systematic review and meta-analysis of comparative studies.,"The aim of this study was to compare weight loss and gastroesophageal reflux disease (GERD) remission after one-anastomosis gastric bypass (OAGB) versus Roux-en-Y gastric bypass (RYGB) as revisional procedures after laparoscopic sleeve gastrectomy (LSG). In PubMed, Embase, and Cochrane Library, a search was performed using the terms ""Roux-en-Y gastric bypass versus one anastomosis gastric bypass,"" ""revisional surgery,"" and ""sleeve gastrectomy."" Only original articles in English language comparing OAGB and RYGB were included. No temporal interval was set. The primary outcome measure was weight loss (%TWL). The secondary endpoints were leak, bleeding, marginal ulcer, and GERD. PRISMA flowchart was used. Differences in continuous and dichotomous outcome variables were expressed as mean difference (MD) and risk difference (RD) with 95% CI, respectively. Heterogeneity was assessed by using I2 statistic. Six retrospective comparative articles were included in the present meta-analysis. Weight loss analysis showed a MD = 5.70 (95% CI 4.84-6.57) in favor of the OAGB procedure with a statistical significance (p = 0.00001) and no significant statistical heterogeneity (I2 = 0.00%). There was no significant RD for leak, bleeding, or marginal ulcer after the two revisional procedures. After conversion to OAGB, remission from GERD was 68.6% (81/118), and it was 80.6% (150/186) after conversion to RYGB with a RD = 0.10 (95% CI -0.04, 0.24), no statistical significance (p = 0.19), and high heterogeneity (I2 = 96%). De novo GERD was 6.3% (16/255) after conversional OAGB, and it was 0.5% (1/180) after conversion to RYGB with a RD = -0.23 (95% CI -0.57, 0.11), no statistical significance (p = 0.16), and high heterogeneity (I2 = 92%).",10.1007/s00423-023-03175-x,0,,1,25
